type,title,location,site_visit_date,ROM,solicitationNumber,department,typeOfSetAsideDescription,responseDeadLine,postedDate,naicsCode,active,organizationType,fullParentPathName,uiLink,archiveDate,fullParentPathCode,typeOfSetAside,Queried_NAICS,resourceLinks,additionalInfoLink,award,baseType
Presolicitation,Z--REPLACE BACKFLOW PREVENTER ON LIGHTHOUSE ROAD AT CAPE HATTERAS NATIONAL SEASHORE,Not Specified,,,140P5426R0016,,Total Small Business Set-Aside (FAR 19.5),2026-07-24T13:00:00-04:00,2026-06-09,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER SOUTH MABO (54000)",https://sam.gov/workspace/contract/opp/ae9021bad78f42d19dcccf1dda5e45b1/view,2026-08-08,014.1443.140P54,SBA,237110,,,,Presolicitation
Presolicitation,Z--REPLACE PLANKS AND REPAIR PILINGS AT BODIE ISLAND LIGHTHOUSE BOARDWALK AND OBSE,Not Specified,,,140P5426R0015,,Total Small Business Set-Aside (FAR 19.5),2026-07-24T13:00:00-04:00,2026-06-09,237990,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER SOUTH MABO (54000)",https://sam.gov/workspace/contract/opp/48a71052a95c4d3a8916e090e2de44c7/view,2026-08-08,014.1443.140P54,SBA,237990,,,,Presolicitation
Presolicitation,Repair/Replace Mass Parking Apron Section V at Minot AFB North Dakota,Not Specified,,"$25,000,000 and $35,000000 | $25,000,000 | $35,000000",W9128F26RA107,,Total Small Business Set-Aside (FAR 19.5),,2026-06-09,237310,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST OMAHA.W071 ENDIST OMAHA,https://sam.gov/workspace/contract/opp/3347ff1afa50417994888bb9802cc46c/view,2026-06-30,021.2100.USACE.NWD.NWO.W9128F,SBA,237310,,,,Presolicitation
Solicitation,NM - SW NATIVE ARC - 5-Year BPA for Well Repair,Not Specified,,,140FS226Q0120,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T15:00:00-05:00,2026-06-09,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, SAT TEAM 2",https://sam.gov/workspace/contract/opp/77282046c21245aab73c1f3260804a20/view,2026-07-08,014.1448.140FS2,SBA,237110,,,,Solicitation
Solicitation,Y--Hasty Point Rice Trunk &,Not Specified,,,140FC126R0025,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T12:00:00-04:00,2026-06-09,237990,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, CONSTRUCTION A/E TEAM 1",https://sam.gov/workspace/contract/opp/c1071b751e5c4056a6cba7a582c702a5/view,2026-07-08,014.1448.140FC1,SBA,237990,,,,Solicitation
Solicitation,RELOCATABLE FACILITY (RFL) MAINTENANCE AND REPAIR SERVICES - EGLIN AFB ,Not Specified,,,FA282326R0014,,Total Small Business Set-Aside (FAR 19.5),2026-07-07T11:00:00-06:00,2026-06-09,561210,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE TEST CENTER.FA2823  AFTC PZIO,https://sam.gov/workspace/contract/opp/107e816d1b374347b256dad70d8d4b50/view,2027-06-09,057.5700.AFMC.AFTC.FA2823,SBA,561210,,,,Solicitation
Presolicitation,Z--CYCLIC MAINTENANCE OF WATER CISTERNS AT DRY TORTUGAS NATIONAL PARK,Not Specified,,,140P5426R0017,,Total Small Business Set-Aside (FAR 19.5),2026-07-24T13:00:00-04:00,2026-06-09,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER SOUTH MABO (54000)",https://sam.gov/workspace/contract/opp/84a249e72564471d9c784422de7ae220/view,2026-08-08,014.1443.140P54,SBA,237110,,,,Presolicitation
Presolicitation,N091--PROJECT # 528-18-110  Fuel Oil Tank Replacement  BUFFALO VAMC,"Buffalo, New York",,"$5,000,000 and $10,000,000 | $45.0M | $5,000,000",36C24226B0057,,Service-Disabled Veteran-Owned Small Business Set Aside,,2026-06-10,237120,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.242-NETWORK CONTRACT OFFICE 02 (36C242)",https://sam.gov/workspace/contract/opp/db1d9c5dc3d64669ac592906ecdbd662/view,2026-09-17,036.3600.36C242,SDVOSBC,237120,,,{'awardee': {}},Presolicitation
Solicitation,GAOA Grand Isle NRA Water System Improvement,"Munising, Michigan",,,12445526Q0044,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T13:00:00-04:00,2026-06-10,237110,Yes,OFFICE,"AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.HIAWATHA NATIONAL FOREST",https://sam.gov/workspace/contract/opp/2706e7a131f241b59f1f1301e78eea85/view,2026-07-25,012.12C2.1254B0,SBA,237110,,,,Solicitation
Solicitation,841st Network Cabling Installation,"North Charleston, South Carolina",,,FA441826Q0067,,Total Small Business Set-Aside (FAR 19.5),2026-06-26T12:00:00-04:00,2026-06-10,238210,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR MOBILITY COMMAND.FA4418  628 CONS PK,https://sam.gov/workspace/contract/opp/fb9e23d26f024375906ac2f995804d9b/view,2026-07-11,057.5700.AMC.FA4418,SBA,238210,,,,Solicitation
Solicitation,VY-MISSISQUOI NWR-PARKING LOT MAINT,Not Specified,,,140FC226Q0036,,Total Small Business Set-Aside (FAR 19.5),2026-07-03T15:00:00-04:00,2026-06-10,237310,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, CONSTRUCTION A/E TEAM 2",https://sam.gov/workspace/contract/opp/ada0aef79690493fa360f1b81cfb6726/view,2026-07-18,014.1448.140FC2,SBA,237310,,,,Solicitation
Presolicitation,Z--Theodore Roosevelt National Park- Restripe Park Roads/Install Speed Humps/Apply,"Medora, North Dakota",,,140P6326B0008,,Total Small Business Set-Aside (FAR 19.5),,2026-06-10,237310,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR NEKOTA(63000)",https://sam.gov/workspace/contract/opp/cf4194df8307447cb6fbf8812d443102/view,2026-06-26,014.1443.140P63,SBA,237310,,,,Presolicitation
Solicitation,MELSTONE DAM LIVESTOCK WATER SUPPLY,Not Specified,,,140L3626Q0034,,Total Small Business Set-Aside (FAR 19.5),2026-07-06T17:00:00-06:00,2026-06-11,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.MONTANA STATE OFFICE",https://sam.gov/workspace/contract/opp/08795ec0ab73449894cbc02553b68be8/view,2026-07-21,014.1422.140L36,SBA,237110,,,,Solicitation
Presolicitation,Y--YOSE-ROAD STRIPING BOF AND HWY 41,Not Specified,,,140P8526Q0083,,Total Small Business Set-Aside (FAR 19.5),2026-06-25T12:00:00-07:00,2026-06-11,237310,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR SF/SEA MABO(85000)",https://sam.gov/workspace/contract/opp/4572f7d7e4114925a4fa8c8e2603962e/view,2026-07-10,014.1443.140P85,SBA,237310,,,,Presolicitation
Presolicitation,N--EO14398 ELECTRIC REPAIRS AT SIX ALASKAN N. PARKS,Not Specified,,,140P9726Q0046,,Total Small Business Set-Aside (FAR 19.5),2026-06-25T17:00:00-04:00,2026-06-11,238210,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.ALASKA REGIONAL OFFICE(97000)",https://sam.gov/workspace/contract/opp/84f16c9a86e149d9abce992fd96633f6/view,2026-06-26,014.1443.140P97,SBA,238210,,,,Presolicitation
Presolicitation,Repair Hush House Concrete B3857,Not Specified,,"$45.0 million | $1,000,000",W50S8526BA006_PROJECT_VGLZ262101,,Total Small Business Set-Aside (FAR 19.5),2026-07-02T12:00:00-04:00,2026-06-11,237310,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.NATIONAL GUARD BUREAU.JFHQ USPFO MI.USPFO MI PROCUREMENT.W7NF USPFO ACTIVITY MIANG 127,https://sam.gov/workspace/contract/opp/eb8543971b984e60a436b864caff00d5/view,2027-06-11,021.2100.NGB.JFHQ USPFO MI.USPFO MI PROC.W50S85,SBA,237310,,,,Presolicitation
Solicitation,56--CORONA ARCH PARKING EXIT ROAD,Not Specified,,,140L5726Q0019,,Total Small Business Set-Aside (FAR 19.5),2026-06-22T15:00:00-06:00,2026-06-16,237990,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.UTAH STATE OFFICE",https://sam.gov/workspace/contract/opp/14e34f09d88547a09fec16c46dae7620/view,2026-07-07,014.1422.140L57,SBA,237990,,,,Solicitation
Solicitation,Video Intercom System,"Ellsworth AFB, South Dakota",,,FA469026Q0030,,Total Small Business Set-Aside (FAR 19.5),2026-06-25T12:00:00-06:00,2026-06-11,238210,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE GLOBAL STRIKE COMMAND.FA4690  28 CONS PKC,https://sam.gov/workspace/contract/opp/6b15a8ceba3946d09304e1e6e7a9b69b/view,2026-07-10,057.5700.AFGSC.FA4690,SBA,238210,,,,Sources Sought
Presolicitation,J041--Columbia South Carolina Boiler Plant Light Fixture  Repair Replacment Service  J041,"Columbia, South Carolina",,$47 Million,36C24726Q0610,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-07-01T08:00:00-04:00,2026-06-11,561210,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.247-NETWORK CONTRACT OFFICE 7 (36C247)",https://sam.gov/workspace/contract/opp/74371aee780d4366a9648652ddc8b30f/view,2026-07-16,036.3600.36C247,SDVOSBC,561210,,,{'awardee': {}},Presolicitation
Solicitation,"Bayou Teche, East and West Calumet Floodgate Approach Channels, Maintenance Dredging, St. Mary Parish, Louisiana ED 26-005","New Orleans, Louisiana",,"$500,000 | $1,000,000",W912P8-26-B-A072,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T10:00:00-05:00,2026-06-17,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST NEW ORLEANS.W07V ENDIST NEW ORLEANS,https://sam.gov/workspace/contract/opp/b840753bcab64e438b1c62dc8ecccb9a/view,2026-07-08,021.2100.USACE.MVD.MVN.W912P8,SBA,237990,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/020d0a4e54d04baf9f98429f876c2c57/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1a35509ead224e3bb9601a41d10bac46/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/42685f25fbdf4f54a8f986e5c6b8b55c/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/439e274aba9347f4be2ed2738036d6e2/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/517e23a64ae64d13a2a627125514d827/download']",,,Solicitation
Solicitation,Fiber Optic Cable Replacement,Not Specified,,,W912ES26QA067,,Total Small Business Set-Aside (FAR 19.5),2026-06-30T17:00:00-05:00,2026-06-16,238210,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST ST PAUL.W07V ENDIST ST PAUL,https://sam.gov/workspace/contract/opp/d693933f1a6843b6a0d6b5351d6a16eb/view,2026-08-15,021.2100.USACE.MVD.MVP.W912ES,SBA,238210,,,,Solicitation
Solicitation,Water Tank Storage,Not Specified,,,W9127826RA059,,Total Small Business Set-Aside (FAR 19.5),2026-07-16T14:00:00-05:00,2026-06-12,237110,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST MOBILE.W074 ENDIST MOBILE,https://sam.gov/workspace/contract/opp/274a21cdd7814aaf83f7c3af2f0b0289/view,2026-08-31,021.2100.USACE.SAD.SAM.W91278,SBA,237110,,,,Solicitation
Solicitation,Fiber Optic Cable and installation - Paging System Upgrade and Expansion,"Madison, Wisconsin",,,36C25226Q0526,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-30T17:00:00-05:00,2026-06-12,238210,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.252-NETWORK CONTRACT OFFICE 12 (36C252)",https://sam.gov/workspace/contract/opp/0ed5f1a2ef6a4600b570cfea71734e72/view,2026-07-15,036.3600.36C252,SDVOSBC,238210,,,,Solicitation
Presolicitation,Feeder #7 Repair,"Selfridge ANGB, Michigan",,,W50S85-26-B-A007,,Total Small Business Set-Aside (FAR 19.5),2026-06-30T11:59:00-04:00,2026-06-15,237130,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.NATIONAL GUARD BUREAU.JFHQ USPFO MI.USPFO MI PROCUREMENT.W7NF USPFO ACTIVITY MIANG 127,https://sam.gov/workspace/contract/opp/806f3f89492c40fca87bf6e35e682cef/view,2026-07-15,021.2100.NGB.JFHQ USPFO MI.USPFO MI PROC.W50S85,SBA,237130,,,,Presolicitation
Solicitation,National Center for Toxicological Research (NCTR) on-site facility Operations and Maintenance (O&M) support services,"Jefferson, Arkansas",,,75F40126R00051,,Total Small Business Set-Aside (FAR 19.5),2026-07-15T14:00:00-05:00,2026-06-15,561210,Yes,OFFICE,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.FOOD AND DRUG ADMINISTRATION.FDA OFFICE OF ACQ  GRANT SVCS",https://sam.gov/workspace/contract/opp/b351003fdacd451b9b47890467e38d12/view,2026-07-30,075.7524.75F401,SBA,561210,,,,Presolicitation
Presolicitation,"North East River Maintenance Dredging, Cecil County, MD ",Not Specified,,"$1,000,000.00 and $5,000,000.00 | $1,000,000.00 | $5,000,000.00",W912DR26BA007,,Total Small Business Set-Aside (FAR 19.5),2026-06-30T11:00:00-04:00,2026-06-15,237990,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST BALTIMORE.W2SD ENDIST BALTIMORE,https://sam.gov/workspace/contract/opp/0dc1aa6bfb86429e98ab07aa6ce22322/view,2027-06-15,021.2100.USACE.NAD.NAB.W912DR,SBA,237990,,,,Presolicitation
Presolicitation,LED Lighting Replacement at Pine Ridge Hospital,"Pine Ridge, South Dakota",,"$1,000,000.00 and $5,000,000.00 | $1,000,000.00 | $5,000,000.00",75H70126R00029,,Indian Small Business Economic Enterprise (ISBEE) Set-Aside (specific to Department of Interior and Indian Health Services),2026-07-31T14:00:00-05:00,2026-06-15,238210,Yes,OFFICE,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF.INDIAN HEALTH SERVICE.DIV OF ENGINEERING SVCS - SEATTLE",https://sam.gov/workspace/contract/opp/1bf8d65f4b934b2b8e46f099741338d9/view,2026-10-30,075.7527.75H701,ISBEE,238210,,,,Sources Sought
Presolicitation,ODF-S FY26 Hawker Point North Well Casing Repair,"Stockton, Missouri",,,W912DQ26QA063,,Total Small Business Set-Aside (FAR 19.5),,2026-06-15,237110,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST KANSAS CITY.W071 ENDIST KANSAS CITY,https://sam.gov/workspace/contract/opp/28927130f7694699bb9bcbab3ad06f18/view,2026-08-03,021.2100.USACE.NWD.NWK.W912DQ,SBA,237110,,,,Presolicitation
Solicitation,Remove Traffic Island and Construct Sloped Concrete Static Display,California,,"$25,000",W50S6T26QA026,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-07-17T13:00:00-07:00,2026-06-16,237310,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.NATIONAL GUARD BUREAU.JFHQ USPFO CA.USPFO CA PROCUREMENT.W7MX USPFO ACTIVITY CAANG 144,https://sam.gov/workspace/contract/opp/de233c0be3124e54b8ba12709a5e6a1d/view,2026-08-01,021.2100.NGB.JFHQ USPFO CA.USPFO CA PROC.W50S6T,SDVOSBC,237310,,,,Solicitation
Presolicitation,"Road Gate Painting, Road Gate Installation, Removal and Replacement of Guardrails, Buffumville Lake, Charlton, MA",Not Specified,,"$100,000 and $250,000 | $100,000 | $250,000",W912WJ26QA124,,Total Small Business Set-Aside (FAR 19.5),,2026-06-16,237310,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTH ATLANTIC.ENDIST NEW ENGLAND.W2SD ENDIST NEW ENGLAND,https://sam.gov/workspace/contract/opp/268cc1c70663458d821abd8462713026/view,2026-07-05,021.2100.USACE.NAD.NAE.W912WJ,SBA,237310,,,,Presolicitation
Solicitation,Unidirectional Hydrant Flushing and Repair Program,Not Specified,,$45million,W56ZTN26BA003,,Total Small Business Set-Aside (FAR 19.5),2026-07-06T13:00:00-05:00,2026-06-16,237110,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-APG.W6QK ACC-APG DIR,https://sam.gov/workspace/contract/opp/45dd87eca9b84f73b04523da0ea7fe06/view,2026-07-20,021.2100.AMC.ACC.ACC-CTRS.ACC-APG.W56ZTN,SBA,237110,,,,Solicitation
Solicitation,Pompeys Pillar Security System Upgrade,Not Specified,,,140L3626Q0037,,Total Small Business Set-Aside (FAR 19.5),2026-07-13T17:00:00-06:00,2026-06-16,238210,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.MONTANA STATE OFFICE",https://sam.gov/workspace/contract/opp/9120320cf4464a0d99f433583849bf07/view,2026-07-28,014.1422.140L36,SBA,238210,,,,Solicitation
Solicitation,GLCA Hite,Not Specified,,,140P2026R0011,,Total Small Business Set-Aside (FAR 19.5),2026-07-15T17:00:00-06:00,2026-06-16,237990,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.DSC CONTRACTING SERVICES DIVISION",https://sam.gov/workspace/contract/opp/ed91e60f44f1400da66205a6e69339fd/view,2026-07-30,014.1443.140P20,SBA,237990,,,,Sources Sought
Presolicitation,C--BGNDRF YARD PIPING & FLOW MEASUREMENT UPGRADES,Not Specified,,,140R4025R0017,,Total Small Business Set-Aside (FAR 19.5),2026-07-16T16:00:00-06:00,2026-06-17,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.ALBUQUERQUE AREA OFFICE",https://sam.gov/workspace/contract/opp/70b7d1e2b625475888d1ac36f30984b6/view,2026-07-31,014.1425.140R43,SBA,237110,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d602908c2e3e42238c63a01bf9ffb6a3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f291697d899a488fa5894350b77010ad/download']",,,Presolicitation
Solicitation,Y1PZ--810CM3033 Gravesite Expansion with FCA Deficiencies at  Dayton National Cemetery,"Dayton, Ohio",,,36C78626B0007,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-30T14:00:00-04:00,2026-06-17,237990,Yes,OFFICE,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.NATIONAL CEMETERY ADMIN (36C786)",https://sam.gov/workspace/contract/opp/58e17f111caa4d93896a1045b3b7f154/view,2026-10-07,036.3600.36C786,SDVOSBC,237990,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/09339c6c393c4f24b5edf2e6ef89aaaf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0d583ce465394b65812b5b269a682b72/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/38e5b2ef3b614f8c8e5786ae96f902be/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3c454be3f7ce4f308f32b0b2a9b92cfc/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4117bf13371a494eb0f4483a8173df89/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5159fbae8b754967b3b34639667e9945/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/54f4466c8752466999c8cd1cb7f237e6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/677ceb86b3e44d8391dfa166f74e46e0/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/714c62e7c7024990aaad1e920dc3cc46/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/72fb8e7c774c4349b0c083c8d135d862/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7a494d9f00b7422099faa397ab6af27d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/81f2463b997e405bab2456b2fe5f3aa7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/97ffa730d93e47c1a3ce4dc11219f795/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c32a0f2c6f264b3f8394c3e9ed06d52f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c666b4c031114cde9ee6ac9810039019/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cb7497a3fca04c5c8f87304456436e06/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ccbcae78f0ea4a86aa224fb80c9687b6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cdbb21d1b97845ee8f1bb9fc8010f3d3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d1f3f00a9a7146df9b7c31f51637b075/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d699c54668b941728e765856d4a8c8d3/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d6a80a219e1c462da58ac15e4087f8b1/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dbe4cb4aa8bf421d8f0ee66c64646863/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/e960fb0c836a433f8e1e1242b1414eed/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fac93bcd7f3e4c68a5ab73d3d0ef4e72/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fd5c6fb9090c4486b1c1b21fcf42e73e/download']",,{'awardee': {}},Solicitation
Solicitation,R3 National Forest’s Roads IDIQ,Not Specified,,"$45,000,000 | $100,000,000",127EAX26R0006,,Total Small Business Set-Aside (FAR 19.5),2026-07-24T14:30:00-07:00,2026-06-17,237310,Yes,OFFICE,"AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.USDA-FS, CSA SOUTHWEST 7",https://sam.gov/workspace/contract/opp/f4822602d92146358064d05cb8d3984f/view,2026-08-08,012.12C2.127EAX,SBA,237310,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0ccfdbce9e6e435da62f1735b0b9639d/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/15d6229ba2344098a6a051fbc67e3448/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/169f114bcbd2472e865d1fd68810f504/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/17b77173303a41a9a05d7add9933f8a7/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1d389b0af0be41b3bf2aa8f15b2c4fc6/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4cd6a7a20b93468d9b15db0c99e4b756/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5073fba25bb348a7ba33d641fecf6314/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/65b8322392a8408badb365133b92b653/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8ba0f0ece0504cf987ceff8e173fbe6f/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ae77bc75f7684cd9a582f97501e2337a/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ca7c5a6078c14113b74b34f8c9835dcf/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f5e30f642c694bb29deacdcce2143457/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fc2f6be2380d415487106965a6d453f3/download']",,,Presolicitation
Presolicitation,"W15QKN-26-R-A070 - Sources Sought for Building 602 Motor Pool Full Depth Reclamation and Paving at Fort Devens, MA",Not Specified,,,W15QKN26RA070,,Total Small Business Set-Aside (FAR 19.5),2026-06-24T11:00:00-04:00,2026-06-17,237310,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-NJ.W6QK ACC-PICA,https://sam.gov/workspace/contract/opp/c34dd7a16b3c411b81e28c64140d730e/view,2026-08-21,021.2100.AMC.ACC.ACC-CTRS.ACC-NJ.W15QKN,SBA,237310,,,,Presolicitation
Presolicitation,Air National Guard (ANG) Smart Meters,Not Specified,,"$500,000 and $1,000,000 | $250,000 and $500,000 | $19,000,000",W9133L26BA010,,Total Small Business Set-Aside (FAR 19.5),2026-07-02T16:00:00-04:00,2026-06-17,238210,Yes,OFFICE,DEPT OF DEFENSE.DEPT OF THE ARMY.NATIONAL GUARD BUREAU.HQ NGB.HQ NGB DIR OF ACQUISITIONS.W39L USA NG READINESS CENTER,https://sam.gov/workspace/contract/opp/485b15c2d5ce49c6a8f98e07a409d0e9/view,2026-09-30,021.2100.NGB.HQ NGB.HQ NGB DIR OF ACQ.W9133L,SBA,238210,,,,Presolicitation
Solicitation,MN-UPR MS RIV NATL WILDL-WELL REPAIRS,Not Specified,,,140FC226Q0038,,Total Small Business Set-Aside (FAR 19.5),2026-07-08T15:00:00-04:00,2026-06-17,237110,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, CONSTRUCTION A/E TEAM 2",https://sam.gov/workspace/contract/opp/51219599d6f8438b80bcc8bb9edeee85/view,2026-07-23,014.1448.140FC2,SBA,237110,"['https://sam.gov/api/prod/opps/v3/opportunities/resources/files/07db48f38b7b43c0abbe90172e5dc8b9/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/07dd37638934422c87f31a2b3a785a89/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/533a01e184cf463f845518759b5b3123/download', 'https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7960b54067824a0b8cdaddd6a8bd6fc9/download']",,,Solicitation
Special Notice,"Z--Webster Dam, Spillway Radial Gates Repair, Webster Unit, Solomon Division, Pick",Kansas,,"$5,000,000 and $10,000,000 | $5,000,000 | $10,000,000",140R6026R0016,,Total Small Business Set-Aside (FAR 19.5),2026-08-10T15:00:00-05:00,2026-06-17,237990,Yes,OFFICE,"INTERIOR, DEPARTMENT OF THE.BUREAU OF RECLAMATION.GREAT PLAINS REGIONAL OFFICE",https://sam.gov/workspace/contract/opp/97dd3149f9a6448fa5b5eac59b6632be/view,2026-08-25,014.1425.140R60,SBA,237990,,,,Special Notice
